filename,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
genrenew30\bollypop\bp01.mp3,0.24159448,0.08745727,0.21892814,0.00464638,1678.991074,305488.2639,2164.432279,263334.4402,3390.596164,2526410.425,0.065078594,0.000707662,-0.000136365,0.04148774,-0.000614259,0.003634256,123.046875,-102.64428,3150.0073,127.33266,958.923,4.819038,221.0751,6.9801784,209.14188,-0.153074,178.89209,-10.29962,97.57577,-16.27803,99.73578,-8.570533,102.23611,-15.483148,95.7325,0.8789468,110.28313,-3.2353916,95.41309,2.7683237,80.60531,-10.41261,95.41887,-2.161463,87.65884,-11.273636,90.60176,-10.305208,76.305374,-11.443533,69.434975,-3.802142,72.682205,-11.324521,76.27386,-0.80488896,69.67,bollypop
genrenew30\bollypop\bp02.mp3,0.307114,0.08885915,0.2627786,0.005449798,2098.917319,309715.6936,2396.682196,137869.4127,4608.472133,2138854.518,0.098775669,0.001462923,-3.43E-05,0.03814729,-0.001243563,0.016346555,123.046875,-41.142784,954.3891,102.378365,475.23172,4.371046,239.20181,24.713987,110.297066,7.0980024,117.41914,10.827485,79.03302,-5.567119,131.2158,16.435614,124.7269,-8.828181,118.7419,5.213215,121.46319,4.012924,94.72678,-2.533342,55.983196,-3.9147117,55.874615,-0.46885675,46.70079,-2.9659402,36.774002,-1.2991314,45.959038,-3.219923,75.650894,-0.16979323,70.9337,0.4280576,89.49793,7.8790226,84.337036,bollypop
genrenew30\bollypop\bp03.mp3,0.2419581,0.092771195,0.19880298,0.005972069,2122.687875,471504.9196,2484.927066,214565.483,4774.129465,3067540.808,0.078698315,0.001184406,4.93E-07,0.03504667,-2.90E-06,0.003285773,89.10290948,-100.794106,1785.1854,100.95457,579.5871,8.901858,339.6622,15.159802,195.25912,-8.933009,226.22954,-11.114163,100.33038,-18.62478,133.78006,-0.08721248,93.90633,-14.518263,88.77182,-4.6600885,74.45588,-4.3531327,118.27813,-11.365999,48.2085,-6.52173,64.54735,-1.6537902,88.93794,-5.3166804,76.99602,-8.949913,99.45754,-7.1600294,69.14324,-7.2877927,65.30759,-8.529854,69.85231,-10.060164,94.51893,bollypop
genrenew30\bollypop\bp04.mp3,0.24575599,0.092215136,0.22826593,0.005819084,2056.532032,433961.1711,2487.466595,180101.0938,4799.079314,2634545.457,0.074361228,0.001227263,-1.49E-05,0.041064937,-5.97E-05,0.007053709,89.10290948,-83.74158,2609.8362,103.42665,558.881,17.912807,207.21564,25.111776,202.6919,-4.242465,181.81517,3.6089435,89.4351,-12.738305,164.03749,6.270125,86.50704,-8.814034,99.636696,1.5258902,81.308426,3.796992,87.379684,-1.8065835,70.34941,0.26451048,94.54687,2.9012902,82.545654,2.2542567,79.17065,-4.014244,93.183136,-2.3163054,86.595566,-4.010129,67.16793,-3.9991164,74.36817,-7.861522,76.67819,bollypop
genrenew30\bollypop\bp05.mp3,0.24128275,0.09012343,0.1416114,0.003807102,2082.933162,1175373.565,2323.202779,469588.7826,4436.681505,4835807.355,0.086638176,0.005324638,-4.28E-06,0.01969853,-4.49E-05,0.001468332,112.3471467,-169.56311,7547.517,100.11487,1892.529,29.437023,807.3916,20.470066,363.6283,-7.683887,253.34856,14.502803,226.03087,-2.1305246,167.30742,-2.8176134,110.912186,-1.1389786,123.99712,2.4490845,213.79662,5.7568297,115.36784,0.45307815,118.945786,0.41382965,90.75261,3.277389,162.30841,-1.4953816,131.70753,-0.48448423,90.073685,-6.8258486,145.56462,2.3960586,124.465294,-8.854539,133.2576,3.3387594,187.6487,bollypop
genrenew30\bollypop\bp06.mp3,0.25696543,0.08686345,0.22405978,0.006082141,1923.194749,637452.3823,2449.487077,280893.3768,4340.56542,4505596.288,0.070306831,0.001741459,7.02E-06,0.04052775,1.32E-06,0.005985615,117.4538352,-106.83732,5395.889,104.703575,950.6438,31.669916,411.73712,25.369896,275.19522,5.0508265,327.7001,13.687306,100.42105,-2.5351925,146.70651,-2.4002452,98.26727,-6.8093014,100.23841,0.13607278,151.25539,-4.9621167,77.445244,-3.6175344,82.43437,-5.3488555,81.8301,-2.8987765,92.512955,-3.9003775,75.125046,4.6713567,94.96508,-3.987359,118.91128,4.1324496,85.007034,-6.188288,141.88228,4.2465043,106.933655,bollypop
genrenew30\bollypop\bp07.mp3,0.29689813,0.08985761,0.20240226,0.003633535,1984.418913,495228.8535,2388.597074,259149.893,4401.781716,3354173.261,0.07638238,0.001614464,-3.08E-06,0.029386237,8.84E-05,0.005910782,117.4538352,-84.424866,3807.6487,107.0559,730.69214,7.3240757,283.57248,21.32381,263.3442,5.4556003,265.09695,8.414538,162.89491,-7.5761847,126.66425,-5.1260037,110.93384,-5.618269,126.42635,-2.5387626,117.83904,-3.1662126,88.05998,0.30670393,82.355675,-4.4726515,74.417534,1.2026657,105.11196,-3.188195,75.748276,-0.90743387,56.767433,-6.038332,84.33725,2.912272,80.42733,-7.680906,86.643105,1.1363511,66.16515,bollypop
genrenew30\bollypop\bp08.mp3,0.21849234,0.08885483,0.188853,0.006272438,2146.786818,885012.5895,2684.148024,311051.0862,4929.728524,6078514.623,0.075185108,0.003667787,-7.70E-06,0.032881636,-2.57E-05,0.003179541,129.1992188,-132.22899,3538.7368,105.11965,929.8069,17.61393,327.79276,6.5943313,302.15445,13.941535,182.6202,-4.723066,150.77052,7.0184503,129.34587,-3.158107,138.69795,-5.067717,75.70978,2.9359946,85.41486,-8.58641,95.06709,-1.6055464,85.04923,-9.232554,129.94925,7.161045,144.59088,-0.584256,121.35522,6.0770783,110.02431,4.6718955,135.01042,7.0689135,186.21065,0.5485699,217.37306,4.7640142,135.57916,bollypop
genrenew30\bollypop\bp09.mp3,0.31448713,0.09353285,0.27512228,0.007099807,2710.444004,840729.7489,2977.678921,163158.1311,6514.877272,3633303.11,0.100666814,0.004948321,-8.65E-06,0.043272,-4.28E-05,0.018911472,64.59960938,-41.737343,1774.9528,83.77456,681.73,19.564224,319.66016,9.97401,190.53384,17.78864,195.93567,-1.6497445,220.08148,2.8244743,124.89858,0.7494847,79.538635,-11.744171,131.71722,9.641501,138.35446,-6.9589663,97.82911,4.990022,77.797745,-1.0794795,63.976513,0.73331696,67.19316,-0.6699555,78.4267,-1.264006,61.676517,-5.479863,60.248417,4.5915117,76.213,-6.1226506,64.84747,-2.0818696,54.62648,bollypop
genrenew30\bollypop\bp10.mp3,0.2891901,0.09041082,0.067768246,0.000598882,1969.186273,599727.8037,2464.141087,177201.8173,4455.373059,2884250.63,0.070157172,0.00313627,5.95E-07,0.004076468,1.57E-05,0.000392675,80.74951172,-207.9524,3629.654,105.72995,877.8963,15.883197,413.72263,20.906017,138.18045,8.047494,206.95564,6.5232487,136.90979,-3.2428193,153.99066,7.006579,117.53884,-7.8798633,85.752884,10.290734,163.96356,-1.505272,79.6454,4.034595,71.14275,-0.4923078,56.020336,3.603329,70.398605,-0.8801689,69.71025,2.0761273,56.218437,-4.2353115,41.05506,0.9332899,56.841103,-5.9199824,64.46432,2.5917475,62.42041,bollypop
genrenew30\bollypop\bp100.mp3,0.2605115,0.089937165,0.22800466,0.006581738,1473.929233,367578.861,1948.879164,259645.7262,3076.931394,2719059.012,0.056791796,0.000777081,6.05E-06,0.04252397,-9.42E-05,0.00555559,95.703125,-109.36179,2785.635,133.4404,1042.4775,9.459467,221.65518,26.453558,95.12364,1.4634413,123.69133,11.432646,59.91207,-18.336369,164.707,0.39506224,93.64578,-5.670349,86.47054,-4.88608,102.5192,4.2194386,92.92155,4.7263665,79.99057,-4.6290417,72.169525,-1.6291646,89.73192,-3.3840418,88.761284,-1.0061681,66.37487,-13.941375,83.71509,2.5350072,93.33811,-7.550957,120.199295,-0.10535495,80.97276,bollypop
genrenew30\bollypop\bp11.mp3,0.2630192,0.08992558,0.066558614,0.000685196,2032.922699,399289.7381,2455.442794,149714.216,4529.197613,2508709.87,0.078101569,0.002224523,6.52E-06,0.003744065,-2.83E-05,0.000547147,83.35433468,-203.80646,2718.3228,102.00492,534.2224,4.548942,290.3013,14.4965515,232.25484,5.1289887,147.51482,0.3230589,145.90143,-9.40174,240.95555,3.140032,125.096245,-9.873905,99.13772,6.9946055,139.71138,-2.9145656,104.18807,1.0312967,96.13055,-4.247766,84.999954,4.1897607,78.20744,-2.1827633,54.421173,-3.6481154,112.96077,-7.6176515,44.076626,-1.669721,48.65919,-10.0658245,74.2825,-0.6549634,51.76796,bollypop
genrenew30\bollypop\bp12.mp3,0.26837474,0.089258984,0.21022584,0.007155704,2431.467334,278752.3912,2631.187089,82779.25148,5466.725277,1260311.849,0.094056121,0.001673006,-5.10E-07,0.037022118,1.20E-05,0.005109264,117.4538352,-62.85652,3101.046,86.01763,407.47446,5.401583,193.60211,19.413685,211.74203,-2.2494226,252.53522,7.1045914,99.26214,-11.275791,166.91673,-5.531536,91.89886,-7.2515163,77.46457,1.4683305,70.02154,1.8282119,108.302376,-5.9281893,99.798256,-4.9953156,56.711567,3.9818535,57.46638,-5.6239085,51.72135,0.24858016,46.32617,-5.2189803,43.70538,4.073057,39.76384,-5.3861146,46.83978,1.5724367,55.72708,bollypop
genrenew30\bollypop\bp13.mp3,0.26186037,0.09190523,0.246795,0.006972844,2477.069194,308269.5936,2667.32032,84590.5362,5618.332693,1240181.951,0.097484293,0.001823126,-7.35E-06,0.04723305,-2.32E-05,0.008182131,117.4538352,-46.77378,2087.623,83.90184,379.035,7.265134,292.15088,13.222227,227.56503,-7.712939,213.08524,6.291095,74.088875,-7.442185,148.85614,0.58540994,135.11816,-7.6657143,84.879425,-0.96108264,81.16615,7.1862316,126.03212,-2.482988,78.263535,-3.4730535,95.04087,4.1868434,69.583496,-1.4098889,56.14269,2.6618652,51.230843,-6.3021727,46.12944,3.996011,54.02352,-4.418771,50.932106,1.538362,59.63643,bollypop
genrenew30\bollypop\bp14.mp3,0.29850033,0.09321718,0.19456388,0.006328485,2588.81214,483465.3839,2918.461559,103919.5955,6172.454343,1976149.449,0.08735737,0.002263046,1.88E-05,0.024044098,9.12E-05,0.010546428,92.28515625,-92.5155,2740.1414,72.35075,449.2293,29.00508,290.0424,34.644844,333.81973,13.116418,189.96832,6.1310787,109.21393,-4.9660106,121.05239,-3.0808086,117.41747,-5.437783,101.97515,6.3296647,88.08277,-2.0177891,90.80115,4.187837,75.137596,-0.9235222,76.25986,-4.796001,62.371094,-1.3495663,70.64453,1.208848,63.71815,-7.461075,56.79612,-2.9814463,55.711983,-7.963455,78.993576,-6.095164,88.81429,bollypop
genrenew30\bollypop\bp15.mp3,0.31461263,0.08746814,0.21097113,0.006846708,2704.157829,440921.8228,2778.593304,143490.2502,6031.613528,2172900.072,0.119746064,0.002472443,-4.38E-06,0.028163826,0.000131416,0.011571921,69.83741554,-57.665962,2280.203,73.05729,609.3222,12.016013,323.14026,29.171223,242.00116,11.427212,109.92115,3.5263278,130.0237,-4.849795,113.1981,0.16367602,83.22311,-5.31129,114.531296,9.346528,98.55309,-2.9958665,90.52261,2.4931767,50.298874,0.5768923,66.70635,-6.3372865,97.69498,-0.25935096,63.8237,1.9300549,78.40889,-2.8723927,86.4128,2.6815774,78.01963,-4.0519047,124.65799,-0.93735564,124.96263,bollypop
genrenew30\bollypop\bp16.mp3,0.27600998,0.09724962,0.2268175,0.0074868,2400.823596,597655.0556,2892.770177,149586.444,5954.463994,3074165.102,0.07264204,0.002168603,2.46E-06,0.03552595,-0.000176168,0.010522182,69.83741554,-90.92389,2452.4724,85.44165,456.14056,31.701849,277.0481,23.011753,225.53691,11.2474985,153.19336,2.0583863,191.99457,-1.1668823,135.88939,4.561361,93.238815,-8.72434,118.038216,1.2045933,78.54324,-7.9641385,81.15817,0.958104,90.81374,-3.9765246,86.29432,6.1162915,109.379135,0.16629468,99.462456,1.7545389,91.850204,2.349967,142.18294,-0.14179505,129.85452,-4.963527,92.80834,3.4515386,83.87518,bollypop
genrenew30\bollypop\bp17.mp3,0.29631266,0.0988441,0.17677642,0.003219469,1916.993105,840666.4203,2495.414082,350641.0165,4389.490124,5227182.148,0.05196794,0.001733318,-5.93E-06,0.031291075,-5.80E-05,0.001055842,135.9991776,-155.706,3905.339,98.08589,1174.7533,16.970201,424.46323,19.166447,276.7394,10.583659,266.9046,5.9680767,210.66849,0.38306138,169.10297,4.767333,145.06833,3.8569593,126.95298,6.383301,229.7905,1.4443345,116.18559,1.8907063,130.57317,-2.9017682,122.98354,4.854173,104.215706,-0.7668531,87.66491,-2.1763675,106.83827,-1.3267227,70.49558,2.180858,71.01377,-3.2506993,94.78965,5.073779,93.52524,bollypop
genrenew30\bollypop\bp18.mp3,0.28732023,0.08720057,0.20652169,0.003979936,2103.288999,351083.8084,2662.528283,171724.6558,5155.527159,2944399.708,0.063049883,0.000922517,-7.72E-06,0.035641566,2.85E-05,0.004303455,129.1992188,-96.28658,3036.208,99.2166,514.25214,19.684011,320.8362,13.275768,189.80693,5.6167526,176.56741,5.103766,207.25673,-4.5046234,158.30856,2.6046848,138.79088,-9.012473,116.62052,4.153455,133.85107,-3.692785,109.44155,2.5698366,92.26764,0.7100212,139.67014,1.6932728,72.92577,3.028129,58.622807,-2.6990805,105.02968,-2.9146576,66.18967,0.5547729,63.118088,-3.3914652,53.245693,-0.9213315,51.047596,bollypop
genrenew30\bollypop\bp19.mp3,0.3228237,0.09057133,0.22547157,0.004557598,1976.539009,608688.3494,2583.491576,237797.4617,4674.621733,3779775.032,0.059342801,0.002048545,-1.71E-05,0.040290996,-7.61E-05,0.006594885,129.1992188,-95.37813,3389.1292,104.96509,769.92535,24.612959,330.897,19.77867,160.86786,13.500986,216.86057,8.580995,87.64933,-1.8641315,110.491776,5.879195,103.24998,0.26364726,101.949234,6.2462425,93.02115,-2.996868,98.091934,3.898436,66.86023,-1.1233071,62.49387,3.8742735,72.73468,1.2672733,54.30569,-0.549043,58.455162,0.43939918,48.787277,3.7778547,41.465412,-2.9124217,68.47517,0.98500955,66.427864,bollypop
genrenew30\bollypop\bp20.mp3,0.2905899,0.09294931,0.13351193,0.003339848,1761.815753,597152.834,2330.00489,417423.5913,3765.110566,4211364.1,0.063543833,0.001813282,-4.25E-06,0.014973335,1.30E-05,0.002552656,107.6660156,-168.31837,6918.4736,120.94664,1289.7181,16.941357,646.64844,12.765069,301.9922,15.136196,115.21332,3.2777202,228.366,12.882259,242.53459,-4.171969,95.94664,3.3788712,129.4331,7.309794,107.40947,-8.374073,119.188866,-5.4226923,169.42116,-4.5554113,108.936874,1.9728591,127.2259,0.8916106,103.02385,1.2116264,142.22859,-2.6720886,165.45668,-1.5734321,138.05801,-11.424815,88.38109,-5.79915,119.86187,bollypop
genrenew30\bollypop\bp21.mp3,0.24182795,0.08620369,0.19129665,0.003988762,1908.407791,491238.4384,2313.98856,204428.0103,4094.083577,2719136.978,0.080637079,0.002325625,9.52E-06,0.03014376,-1.17E-05,0.003860897,107.6660156,-103.610466,2999.3022,108.06804,799.82275,7.14659,221.67993,25.881706,216.28265,9.784418,142.47176,-0.014903633,131.55286,0.50592625,268.96146,5.365268,130.86078,-2.8030288,99.111305,6.4213476,94.74636,-3.2759197,126.012405,0.716628,93.67607,-3.8407447,100.28274,-0.3980122,86.76545,-2.9553828,76.95455,-3.4565973,60.306152,-8.594539,72.88527,-0.88741165,67.92996,-5.255889,92.86704,-0.86487913,98.359245,bollypop
genrenew30\bollypop\bp22.mp3,0.24133576,0.08803904,0.21109429,0.005310514,2320.306887,406487.8172,2693.533595,126433.7475,5082.777598,2522980.19,0.086189955,0.00200382,-1.13E-07,0.036465935,-0.000140008,0.005697438,107.6660156,-85.24122,2684.5962,87.76736,527.6323,11.613313,310.63217,26.13042,236.66013,7.4591475,110.344025,-8.057998,329.7265,12.932106,125.76112,1.2163947,100.54124,-1.2813528,92.27945,-2.2616627,88.08322,-10.955639,96.315636,-5.935352,100.11605,-5.6313086,144.98813,3.5378559,108.77045,-3.763484,133.75012,-4.387106,112.88129,-5.8623967,142.16278,-2.318142,137.92476,-4.491729,131.97922,1.3704169,109.41646,bollypop
genrenew30\bollypop\bp23.mp3,0.2790128,0.09567859,0.17123893,0.007639589,1986.476415,479892.9386,2374.667414,151400.8187,4082.225315,3137983.351,0.080677895,0.002776926,9.35E-06,0.027223881,-6.79E-05,0.004175349,99.38401442,-123.94471,2274.7422,107.042694,814.76385,-0.06758737,430.74307,1.5368233,326.3236,0.0586083,158.688,3.5151563,140.03938,-10.802627,149.64601,-5.9120135,105.89583,-7.729176,126.7143,2.4663894,108.13854,1.3858445,101.95397,-3.8577442,136.63603,-3.2053843,99.61703,-0.36374363,104.57219,-2.4898713,90.08897,2.1429067,67.30107,-6.50452,70.390564,0.41643724,56.754948,-10.155629,99.44493,4.021718,90.826225,bollypop
genrenew30\bollypop\bp24.mp3,0.29182112,0.08965562,0.21869119,0.007533677,1698.64808,576458.2401,2198.368256,264773.7699,3560.978467,3644275.625,0.059769102,0.002144129,1.41E-06,0.040724494,8.75E-05,0.005559721,99.38401442,-115.07517,3240.5535,118.87423,983.37744,6.6473837,339.7194,11.786377,234.16989,6.3863792,175.5673,6.859348,138.89488,-4.2064524,124.66572,4.5759,141.268,-8.939273,195.03473,8.382574,94.82149,-0.8183815,106.97632,-2.4259958,124.04587,0.4716574,95.23902,6.3060927,69.539825,-1.6833508,126.47888,6.83609,104.55715,-2.587699,61.296227,-1.2610929,56.237732,-9.196794,74.58913,1.2101994,66.82678,bollypop
genrenew30\bollypop\bp25.mp3,0.3011617,0.09163078,0.2592481,0.005834787,1886.54841,469861.0523,2416.331552,198738.7856,4206.741229,3313725.64,0.059170466,0.001000631,-2.84E-05,0.05256737,-0.000143332,0.008021856,99.38401442,-83.74118,3074.9866,104.72613,594.595,11.203619,239.00967,13.059873,127.50816,3.7158127,138.7539,10.609049,98.1104,-0.016649747,123.73689,5.854965,65.62102,-4.784953,106.39096,9.736139,86.32539,4.885335,110.3781,0.6164457,81.65029,5.3768406,72.27535,7.2479978,73.949135,0.671761,80.46305,5.941136,51.54603,-3.055946,47.067688,3.6177378,59.043415,-6.5081677,69.22563,1.8166842,85.11465,bollypop
genrenew30\bollypop\bp26.mp3,0.36184302,0.09087941,0.24737641,0.008726423,2500.534511,506337.5928,2784.394582,111630.964,5904.264298,2256272.929,0.091990751,0.002401923,1.13E-05,0.040934775,-0.000137338,0.011284639,103.359375,-54.12339,3181.3691,80.75238,539.7804,12.6047945,386.47202,16.743319,264.25244,10.39814,209.83194,8.20315,132.61856,-8.15378,202.31404,10.98228,128.02586,-3.0828388,130.98598,0.52840286,131.56451,1.0987684,134.44896,6.928374,66.36093,-0.55215734,78.38523,2.6132672,75.57246,-1.7204851,64.73066,1.5251138,83.92623,-2.8998756,68.25669,3.9120052,58.004803,-4.7565713,50.801712,2.3502176,80.431915,bollypop
genrenew30\bollypop\bp27.mp3,0.34857342,0.09132736,0.21393569,0.008939089,2732.196225,433905.7294,2906.928967,82289.75666,6503.519007,1308812.678,0.106334202,0.002556212,1.93E-06,0.028259264,6.17E-05,0.012692502,103.359375,-53.374165,2115.598,78.20564,373.42633,14.184981,292.35046,10.687724,201.5192,7.0852246,167.56018,8.242209,87.927414,-6.8470507,165.3906,11.717851,102.50663,-4.554662,77.09262,4.5221324,106.578606,-1.9486697,119.77243,4.0723066,62.557053,-2.7308598,61.883575,3.470731,57.884796,-1.0600781,54.395878,0.1467647,63.534576,-4.071741,57.18372,1.4286214,46.78371,-6.298162,72.71904,1.8206251,79.650856,bollypop
genrenew30\bollypop\bp28.mp3,0.30198696,0.09095235,0.21437594,0.007892541,1827.24932,690222.646,2369.986552,326738.2879,3987.20089,4759481.295,0.061010213,0.001582799,-2.46E-06,0.04034207,8.99E-06,0.004785205,80.74951172,-108.30043,4439.1035,114.858505,1186.573,13.461155,364.0794,10.922161,293.7248,6.26495,211.02708,4.463903,220.91191,-5.3225145,111.71897,-1.7618469,226.46053,0.87948287,108.60202,5.2319865,112.16231,-1.7675439,97.8719,1.8952162,68.032394,-6.1012506,85.49917,1.0767472,118.86212,-2.674561,74.66191,1.9651272,46.487152,-4.0406036,54.972233,6.840208,54.78998,-2.0050366,62.298706,4.4456086,70.56102,bollypop
genrenew30\bollypop\bp29.mp3,0.3022409,0.08814351,0.2242674,0.010132033,1941.797976,405678.5528,2262.194724,288506.0012,4079.142001,2841491.576,0.086428805,0.001878846,2.12E-05,0.038097944,0.00028748,0.008721675,161.4990234,-73.43413,2387.09,113.574844,600.4528,-2.9005282,1359.3492,17.576698,172.80254,-0.45560098,137.69565,2.6484137,104.29686,-3.8074563,104.857864,0.9131445,86.97381,-5.555227,111.959724,7.514597,64.33968,-3.1084394,90.03681,1.3235563,47.805603,-4.3918195,49.031147,0.11707828,75.513596,1.7004058,64.4813,5.209897,54.967056,-0.39012903,63.005768,4.2121964,57.019512,-2.3272595,51.555466,-2.5361302,101.51939,bollypop
genrenew30\bollypop\bp30.mp3,0.2863186,0.09077529,0.25445282,0.004185716,2246.183498,502757.2541,2728.075881,128341.0159,5210.443493,2456572.909,0.070844621,0.001415126,1.47E-05,0.050278656,0.000272675,0.007362275,161.4990234,-63.221745,1589.2241,91.740326,536.8455,20.597862,360.43127,26.080097,258.55133,7.3217545,134.69348,2.129946,148.80685,0.5957328,131.86072,3.0782962,95.74879,1.9016184,102.50922,2.837453,92.50278,3.0727124,96.02485,5.5864854,55.00884,6.8489223,74.32406,7.9243846,61.960407,0.072905645,48.465763,6.4761376,42.93752,-4.192924,59.224808,8.106998,48.61861,1.7540038,42.69196,4.2981563,54.413216,bollypop
genrenew30\bollypop\bp31.mp3,0.3261121,0.09277139,0.15874268,0.003855062,1818.804315,843786.014,2452.158587,209562.9264,3905.601383,4692436.042,0.064719185,0.004213439,7.71E-06,0.021403525,-8.30E-06,0.002882102,99.38401442,-163.96095,3377.6494,108.25837,1166.5537,26.49767,379.01755,15.318338,361.5438,16.64489,211.91377,7.0920873,145.9149,1.28417,150.54938,3.241451,92.71785,-9.191644,130.71109,12.99824,144.8762,6.7089753,112.1065,-3.1925223,95.37787,-5.8035727,79.85733,2.4792376,92.448044,-12.586854,80.70534,4.4092026,88.53668,-10.45886,54.74821,-5.3207426,48.45266,-12.803868,75.75861,-5.739388,73.400246,bollypop
genrenew30\bollypop\bp32.mp3,0.28084594,0.08949773,0.16863498,0.002407389,1664.803511,351447.6993,2363.254099,144445.975,3571.178406,3117074.535,0.055336022,0.000827711,6.52E-06,0.021303516,-2.14E-05,0.003780296,99.38401442,-147.5143,2078.952,116.60694,820.12384,30.379946,401.80878,22.691591,189.51955,16.759813,182.61688,3.154635,147.22961,-10.644365,144.86891,6.0713177,116.83782,-8.17997,134.79796,4.376997,198.90022,5.603523,100.784874,-3.118469,82.884636,-2.2798512,80.13379,0.8393936,87.44439,-8.953881,80.85748,-4.1583962,113.213196,-8.44429,125.4158,0.7119354,80.50243,-3.0873628,115.91725,1.0796838,119.89854,bollypop
genrenew30\bollypop\bp33.mp3,0.27233276,0.08515708,0.12457482,0.002957792,2038.596236,185820.8266,2177.083714,164222.9442,4508.581071,1317683.218,0.09115062,0.000999328,-9.71E-06,0.014906485,-4.52E-05,0.001128619,89.10290948,-138.75108,7557.4604,101.98093,606.7821,-19.434269,641.71606,23.6737,565.0366,-8.007173,137.82137,9.646936,117.54008,-20.74685,319.39044,-6.941334,118.59104,-14.65587,133.77376,-4.786444,113.57591,0.619564,78.928795,-8.023611,103.20344,-5.3740544,40.91263,-1.9341501,48.508213,-9.939036,54.908813,-2.6912847,69.51186,-11.486659,98.35515,-0.48912543,75.26092,-11.931946,78.64095,1.1363935,76.635956,bollypop
genrenew30\bollypop\bp34.mp3,0.26982623,0.08930381,0.23115447,0.004449844,2297.970739,442229.4524,2623.830378,149938.2419,5254.309895,2509295.15,0.083675231,0.000905402,3.25E-06,0.034605272,-7.65E-05,0.010598165,89.10290948,-65.17894,2439.308,85.820526,644.59094,4.2801614,583.04254,9.137282,555.94116,2.6114738,256.76044,15.882552,209.03886,3.6065905,436.77975,5.039845,119.76294,-2.0124977,132.80052,1.7173645,93.52524,-3.717719,171.46783,0.86028993,142.34448,5.0527315,200.66806,11.613575,186.5747,1.7359341,110.461655,4.141243,142.30846,-5.5352483,116.08255,0.4464984,82.210144,-4.9290032,99.528,-0.80043864,106.849686,bollypop
genrenew30\bollypop\bp35.mp3,0.25581267,0.0867488,0.21917847,0.005733273,1884.304613,279657.7584,2216.19481,149800.4377,4079.308666,1897704.427,0.075546784,0.000919763,-7.21E-06,0.038482755,1.07E-05,0.007020074,89.10290948,-75.18397,2302.1516,112.18341,684.29376,-6.950203,388.1568,6.849085,243.93433,-5.485399,159.55618,6.5985284,134.26778,-21.868792,186.65692,-3.3689961,108.01821,-5.8056383,98.28696,-3.179084,99.635765,9.629757,143.59563,-4.6368685,68.42105,-1.8451464,91.28197,-0.7663458,75.1008,-4.763046,73.87485,-5.1432805,94.47452,-11.380865,74.83156,2.7814755,77.58485,-4.716222,71.429756,4.106227,77.87328,bollypop
genrenew30\bollypop\bp36.mp3,0.25664878,0.090660736,0.16306588,0.0038177,1856.345463,253445.7296,2388.889953,109581.375,3890.034811,1681814.662,0.068474265,0.001205085,2.15E-06,0.022895746,2.64E-05,0.00242743,103.359375,-115.031334,1540.7413,111.884926,403.13153,4.529035,208.5931,10.393754,122.388245,1.5954783,221.37099,-6.9197407,121.47683,-6.803197,132.50128,-4.5475035,72.24246,-6.4361434,128.60567,3.9845421,77.53699,-6.723128,168.15791,-5.6228433,83.20469,-6.0950665,96.9139,-2.8705733,92.98543,-3.4305415,73.81916,-1.4672643,70.862045,-5.1599007,61.328423,-3.148595,80.57261,-14.147241,51.28864,-6.2116675,105.882645,bollypop
genrenew30\bollypop\bp37.mp3,0.27108073,0.08366797,0.22154108,0.0025772,1943.793937,217626.7941,2549.222828,115956.5281,4516.922687,2172765.991,0.065654554,0.000428826,1.25E-06,0.030661045,0.000101029,0.008580996,103.359375,-66.98173,1011.0043,107.41384,328.89792,18.082512,117.560265,18.441292,110.54452,8.110859,99.13312,2.64192,66.171074,-6.394867,72.89712,-1.7928962,47.08582,-3.5239062,63.706306,5.924891,45.63018,-3.4875774,54.755013,0.1388363,52.980637,-1.5917959,48.083588,4.3543744,61.09777,-0.206635,44.843315,2.92339,36.572872,-0.9316592,46.185802,2.2641733,44.91097,-5.121971,50.970547,0.2878211,52.5143,bollypop
