filename,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
genrenew30\bollypop\bp76.mp3,0.2635194,0.08789152,0.15933393,0.002737831,2484.146735,402872.5899,2853.596646,108147.346,5675.032351,2436381.795,0.092586742,0.002351362,-3.19E-06,0.01998037,-2.01E-05,0.002841875,129.1992188,-99.244255,3150.6948,87.225945,674.29395,12.02824,402.70642,25.79985,258.54166,7.5540504,144.4521,-12.316911,224.61586,9.257759,140.30692,-1.359718,161.67336,0.70069927,129.48808,-2.9062734,114.48239,-5.2563796,130.58218,-6.9298024,91.35048,-3.7872734,79.333206,-7.9320693,65.038414,-4.8558125,65.65959,-5.6162114,72.12011,-5.3781853,92.816864,0.14770357,119.65141,0.16133897,92.20924,2.151281,101.61073,bollypop
genrenew30\bollypop\bp77.mp3,0.38631868,0.09025799,0.28172758,0.00388919,2540.396015,324900.935,2676.296101,98518.98396,5495.200105,1792873.821,0.10488901,0.002329915,1.72E-06,0.052020326,-0.000143332,0.010951129,129.1992188,0.5521943,707.8476,83.75037,389.25742,-10.891182,324.35126,12.714736,147.68036,8.403547,94.17746,2.1644783,76.74045,4.4802585,63.534237,8.100212,72.14423,0.7224296,41.449673,7.3175097,49.096207,2.1137595,56.69488,2.817725,52.698517,2.6453974,45.647614,3.7297745,44.338276,2.3425262,78.92018,5.936945,78.99349,2.567171,63.655983,6.052939,65.16894,2.3254476,58.537212,4.2611003,74.43582,bollypop
genrenew30\bollypop\bp78.mp3,0.29669416,0.09036027,0.25914162,0.00610518,2497.045689,404836.5327,2767.539235,122617.9215,5803.773239,2398796.284,0.101789634,0.002331264,1.83E-05,0.048006956,5.67E-05,0.009240675,129.1992188,-30.082508,1541.5436,89.12771,573.1368,5.0909925,415.01694,9.155592,134.66554,3.2574217,155.02484,-6.953027,201.02364,-6.6031103,199.08408,2.2695544,101.839165,-9.293122,177.264,5.2846665,155.82602,-2.6832783,83.61733,-2.5041409,76.101166,-3.5527537,87.030426,-1.4248749,78.97385,-1.6076556,87.25978,-0.417896,96.680984,-7.3636703,105.06951,4.713015,65.07856,-4.260543,79.92938,0.7904279,78.67423,bollypop
genrenew30\bollypop\bp79.mp3,0.2884209,0.08149256,0.15066803,0.003790215,2303.349137,362985.9615,2515.699108,147262.8667,4906.59533,2233220.864,0.099300231,0.001824985,-1.05E-05,0.017373089,-8.44E-05,0.003364566,129.1992188,-80.69751,2132.7534,94.92032,429.66156,-7.7686296,237.88191,13.580127,175.29655,10.610091,162.51195,-1.8429934,105.61432,-9.246748,147.50108,1.5066144,96.23572,-4.9011397,101.40489,-3.2979796,83.79205,-6.7793665,100.793564,4.3116865,74.15877,0.075566486,55.427086,-5.329762,48.78271,-4.506103,45.058235,3.1053228,42.436756,-5.7502985,60.83988,3.494793,53.85138,0.65968245,43.953323,0.06683812,49.945744,bollypop
genrenew30\bollypop\bp80.mp3,0.3726861,0.091406226,0.300933,0.010051271,2254.372509,462356.0818,2578.738072,147391.2299,5057.477751,2533248.499,0.083878178,0.002634273,6.57E-06,0.05909917,-8.08E-05,0.014625105,129.1992188,-32.743507,2571.249,93.31857,628.1056,0.6332305,305.0573,10.366102,216.98972,2.8364062,125.28701,8.586869,140.47908,1.2883762,118.755165,9.594935,84.31314,5.2562785,76.89459,8.138557,62.98399,3.4341407,60.6071,4.332627,57.107742,2.9286,50.21069,2.143442,45.503265,0.10273688,42.441574,4.8009067,47.575157,-0.830522,81.13653,3.5836723,90.83675,1.4159006,83.93037,3.6587148,75.95466,bollypop
genrenew30\bollypop\bp81.mp3,0.24551223,0.08789751,0.22050941,0.006273144,1852.708497,355250.3285,2349.785257,178669.7884,4173.266431,2806182.771,0.069117874,0.001306195,-1.18E-05,0.03868067,-0.000128862,0.005089767,92.28515625,-97.441315,4345.4683,110.68329,620.89795,12.472348,219.60681,9.475654,179.30426,-3.1729445,245.22961,3.8982546,149.85573,-16.782957,264.79974,1.4354907,96.88223,-12.758502,220.81183,-6.2203603,179.99095,-0.34497863,139.99,-8.474289,125.34569,-3.9547205,78.71542,-8.419752,83.84743,-8.436575,94.89611,-4.0897164,85.351295,-7.636446,78.17392,-5.379858,102.486084,-2.2488673,89.76455,-6.229958,115.99322,bollypop
genrenew30\bollypop\bp82.mp3,0.24246204,0.08598956,0.2324096,0.004795965,1829.187688,409010.4161,2311.946003,179964.7997,4064.39209,2776152.233,0.069928527,0.001126078,-7.82E-07,0.046043206,-7.86E-05,0.00393363,143.5546875,-89.740616,3296.5608,113.38274,673.2217,14.282925,333.27255,18.745226,206.67638,5.2457232,233.06071,9.186567,116.96424,-15.1567,188.71338,8.782137,81.08499,-5.7347913,98.81461,-0.30545676,113.399445,5.8809767,175.10251,-3.42209,63.8508,-4.2692895,74.93927,0.14246644,71.95967,0.32953116,90.07724,-4.994637,70.23373,-0.7188962,64.35303,-3.7099805,73.486404,0.49917585,90.83002,0.4642339,87.090004,bollypop
genrenew30\bollypop\bp83.mp3,0.2476041,0.08717798,0.15331402,0.004262672,1728.152277,426837.5157,2241.382662,305490.2156,3999.875813,2765631.885,0.055689762,0.000884309,1.49E-06,0.02445872,6.04E-06,0.000918537,83.35433468,-151.11165,3132.1963,113.81986,1002.3477,13.720246,520.61017,21.956556,283.24713,0.048451144,180.19167,13.093765,155.60748,-5.983003,167.93013,0.6733661,99.69326,-7.9457746,146.45514,-0.16803147,93.86106,12.258408,145.91083,-0.15594491,74.46228,1.1777102,75.10773,4.275829,72.119156,-3.2937517,72.339355,1.2761303,55.727886,-10.110235,59.257668,-3.5410073,33.771255,-12.861189,63.787598,-7.5146394,71.39414,bollypop
genrenew30\bollypop\bp84.mp3,0.23247582,0.091135316,0.20770729,0.003593955,1898.179051,356947.5741,2384.799986,112904.8137,4346.932048,2061267.866,0.062487906,0.001228824,-2.99E-06,0.039784066,-2.99E-05,0.002295861,83.35433468,-115.63393,2024.1947,99.208954,669.28564,15.850178,261.9099,18.77782,257.3945,-2.5118372,180.04411,11.651853,146.07985,-14.572704,264.01486,-5.244496,139.72392,-2.5548596,144.67374,1.5820384,114.85883,8.047731,165.3159,-4.165725,135.81609,-1.1587672,85.24525,2.7974195,85.985855,-11.568114,63.72071,-5.3729296,61.42052,-9.573456,78.84199,-2.1598573,113.28883,-8.942182,159.47922,-1.6520346,130.45502,bollypop
genrenew30\bollypop\bp85.mp3,0.3015504,0.090283155,0.23140039,0.005248479,2374.164725,386052.4607,2754.015668,117390.9592,5640.632559,2456288.154,0.090324095,0.001578878,2.45E-06,0.035116445,8.97E-06,0.011684544,117.4538352,-46.782658,2238.7766,96.14441,559.56635,16.52219,348.4771,4.082599,143.48813,-1.9256089,161.7855,3.4855247,126.6146,-2.3411725,117.47917,-0.64245206,77.20862,-8.975793,72.93294,3.7280622,80.23974,-3.3940468,69.49641,3.1938636,70.54788,-6.913688,73.83941,1.016544,49.882034,-1.643905,60.11698,-2.096247,63.303448,-1.5134865,75.419106,2.6052425,78.311714,-6.143338,75.17964,1.0475856,75.901215,bollypop
genrenew30\bollypop\bp86.mp3,0.30870405,0.090577915,0.23217835,0.005868827,2464.407251,509394.4581,2800.771266,168573.2461,5861.514556,3110806.599,0.090257958,0.001840394,1.69E-05,0.03731943,-0.000112128,0.009638821,117.4538352,-56.16543,2321.269,90.477684,654.59875,15.301856,436.03656,9.168714,162.18597,3.8052857,182.02948,2.5683124,151.29602,2.3676147,126.91284,1.2163435,80.082115,-9.077562,78.516945,6.345708,111.93934,-5.6831846,94.036415,3.5509067,91.33514,-10.452723,91.09181,0.54105854,57.740543,-0.08131413,83.46512,-2.5557551,88.46621,-0.81290203,77.73815,3.3460214,102.12411,-7.50135,111.74409,-2.3614779,82.88061,bollypop
genrenew30\bollypop\bp87.mp3,0.29543635,0.089801595,0.21107782,0.00456748,2124.942745,429541.5543,2428.364931,159550.9553,4685.954998,2120066.98,0.078886144,0.001684289,9.55E-05,0.029778633,0.000969877,0.007849526,92.28515625,-73.02576,3767.6772,93.752464,832.44763,-2.047535,318.9043,35.81455,142.37968,16.268137,110.29932,4.4671926,86.966644,-3.943384,156.98454,6.9392333,76.129486,-3.9551342,100.79518,5.2416162,96.12802,-0.15271516,67.14124,2.0949528,79.40433,-5.2851186,64.60861,1.6956325,56.4656,-5.1310625,48.858765,-3.9362483,76.23631,-6.453922,65.95697,5.677433,113.550514,-9.866132,105.15625,2.1948361,93.04441,bollypop
genrenew30\bollypop\bp88.mp3,0.3001171,0.084747784,0.19402221,0.002316854,2114.99513,449113.4662,2388.953287,141157.3951,4550.772482,2375367.956,0.093457485,0.002049037,0.000210541,0.025754062,0.001992223,0.005520763,184.5703125,-64.26713,1844.9872,103.834435,680.4881,0.4021495,266.76828,23.482397,105.05109,5.4080725,118.65974,6.2120366,108.16481,-2.8934984,112.57558,7.781028,111.10026,-11.882823,96.34215,6.448883,143.17241,-4.5774717,73.10275,-1.2889754,73.2176,-5.0507827,55.29391,-0.72049373,57.4319,-1.4303682,55.211143,-0.41273335,85.14135,-3.4879177,65.74745,6.6584783,54.997486,-7.7554483,74.33598,1.462493,79.52301,bollypop
genrenew30\bollypop\bp89.mp3,0.25897613,0.09294366,0.1160511,0.004508827,1816.169687,612939.3926,2070.355013,412059.432,3715.810864,2638974.822,0.07724103,0.00284886,-5.26E-06,0.01516596,-4.50E-05,0.001158171,117.4538352,-191.37555,5911.689,110.27714,1361.6005,-3.1517043,533.026,3.864363,364.57883,-6.175891,375.4136,-4.1343184,167.14178,13.05497,282.0643,-10.126795,124.07741,-18.293373,70.347206,4.0605917,253.67258,-10.997367,144.40767,-2.1654606,243.33495,-15.805604,81.10137,-13.025705,68.24096,-1.3787484,112.422005,-11.266096,83.00625,-7.970598,100.305145,1.5247308,67.800705,-20.63369,150.74307,-6.681225,57.985233,bollypop
genrenew30\bollypop\bp90.mp3,0.31717455,0.094367005,0.20152892,0.006815071,1942.583514,609613.451,2290.655907,272049.6349,4205.799568,2759196.628,0.068803061,0.002446777,-1.79E-05,0.03050008,2.47E-05,0.007774406,103.359375,-99.86288,5712.5806,106.478096,996.4111,-1.6778239,593.24396,22.661303,285.01245,-0.01746985,323.30627,-0.31159633,194.89648,2.7018926,168.26904,-3.3634381,152.45613,-12.661413,130.05714,2.5566876,163.18878,-12.355576,100.73457,-1.3225075,97.088974,-10.806163,77.07164,-0.13934505,74.993546,1.0642656,83.473625,-5.1256313,103.26103,0.8472708,60.880962,4.488439,53.733517,-8.593521,109.644714,1.2008303,65.85103,bollypop
genrenew30\bollypop\bp91.mp3,0.28112385,0.09160725,0.19138402,0.004957992,2027.539904,610784.5645,2380.2445,204172.8477,4309.082277,2657656.949,0.078169217,0.002703542,-1.95E-05,0.029181577,-0.000131523,0.004996364,151.9990809,-101.96806,3385.0193,106.015236,833.8183,3.4804292,544.16504,12.008652,237.03911,-4.507353,281.5673,-4.808832,252.28362,7.916076,192.80617,-8.122802,159.84813,-13.739075,222.55077,10.547695,122.529884,-13.115707,155.07845,-0.4563234,127.2879,-11.117525,121.24459,-4.31988,131.70137,2.889649,116.59173,-9.10758,96.684654,-2.1340282,72.47264,9.995383,89.26507,-15.082476,76.00724,-0.60376483,61.9206,bollypop
genrenew30\bollypop\bp92.mp3,0.27492595,0.08721845,0.20837086,0.005375874,1970.578781,481648.7742,2296.99692,277018.0998,4155.633205,3306135.094,0.082432986,0.001935883,-9.93E-08,0.035738725,1.05E-05,0.003948223,135.9991776,-80.29873,2591.7937,114.28214,657.8504,-8.623548,340.2503,12.346133,229.3857,2.7179415,231.96858,1.6111346,187.52505,0.69092995,141.96382,-7.7868147,191.21135,-11.218064,211.40727,6.4726963,135.67265,-9.460027,121.76432,4.6503453,93.15098,-5.321664,169.03279,-1.5382447,172.24065,-1.4516814,114.574554,-5.203905,102.99826,-0.6482909,107.22343,0.61004317,109.48649,-7.5734673,89.387436,-1.514367,62.799572,bollypop
genrenew30\bollypop\bp93.mp3,0.3218906,0.08862586,0.30608067,0.007764747,2157.890786,405864.3373,2505.629926,168157.5198,4750.962938,2366241.731,0.081932233,0.001745331,3.06E-06,0.07320426,3.66E-05,0.00926984,92.28515625,-34.125828,1194.9391,98.823044,502.7545,3.8231852,392.03207,16.533468,170.50253,5.402889,126.44635,8.967061,93.48607,1.1471692,158.29973,0.9791833,76.72439,-4.259012,82.58982,14.71325,107.93541,-4.0136414,88.208176,8.987834,84.88102,-3.5830429,56.098213,0.78333277,65.23599,4.5958714,59.243015,-3.6640084,72.86349,-1.8019303,70.52456,4.1463375,59.311302,-2.971643,67.81211,3.5304124,73.08112,bollypop
genrenew30\bollypop\bp94.mp3,0.2430518,0.086250834,0.20151329,0.006464403,1982.728095,429828.7766,2340.236279,194636.9537,4492.7395,2577995.043,0.075956457,0.00129724,3.69E-06,0.038321074,-7.08E-06,0.002637411,71.77734375,-98.33589,3298.7964,107.33433,814.09076,5.1776476,341.5884,13.176876,205.56049,-0.28274828,109.96565,14.706,89.706116,-20.18423,184.54393,-0.78708124,116.22613,-10.18187,107.471085,-7.351498,136.51721,5.4579597,188.26173,-9.067011,96.7903,-1.7903943,97.202,2.9366648,80.138596,-2.003936,73.67903,-5.294785,53.069157,-11.1318655,58.769047,-0.9973403,78.84417,-9.785783,80.18062,-3.0528889,92.100235,bollypop
genrenew30\bollypop\bp95.mp3,0.29363933,0.093025774,0.2473343,0.006811276,2437.117182,623121.9333,2676.124113,187811.6619,5643.424208,2754228.948,0.095923834,0.002083827,2.51E-05,0.045050114,-7.90E-05,0.009205216,143.5546875,-56.561882,2487.8457,90.31801,973.54645,16.310368,503.85583,12.257507,222.27283,-1.6087873,250.05414,15.204492,139.32536,-10.191598,188.05081,5.798714,128.63168,-7.5043187,90.12547,1.2044021,88.72485,12.2858095,113.65641,-4.763625,87.93763,2.7645354,105.444756,6.0679717,82.630646,-2.3598754,62.022614,0.91613483,60.59802,-5.035918,63.745068,1.0292088,49.96756,-7.3847165,50.782978,1.6744052,52.14674,bollypop
genrenew30\bollypop\bp96.mp3,0.24896012,0.08787667,0.2143216,0.005880668,2139.896406,464821.9267,2405.239872,115973.5927,4441.614809,2002097.504,0.094015305,0.002863785,1.46E-05,0.03615737,-1.97E-05,0.005692552,129.1992188,-74.74239,1434.0856,96.25439,596.9833,-5.868288,217.05862,11.160996,112.569916,-0.4978155,125.63124,-3.839575,114.565834,-15.668437,116.56618,-6.295216,139.64761,-10.054281,110.817604,-3.641399,129.42676,-0.32191244,99.27573,-7.0849338,63.87413,-7.7000985,70.34989,-2.1547246,81.91475,-6.7038794,70.63203,-5.032631,49.293453,-12.568255,131.85776,-3.6539416,91.4065,-6.4892178,118.912224,-2.5655541,100.29416,bollypop
genrenew30\bollypop\bp97.mp3,0.2871255,0.08936773,0.24625461,0.004766444,1982.511751,484488.1539,2423.875368,185204.4154,4282.774103,2783613.472,0.075253513,0.001574999,4.72E-06,0.04635586,-0.000171536,0.006669269,143.5546875,-59.93069,2415.452,107.842094,606.7382,8.058869,304.40366,19.700352,109.59129,7.0422974,102.01635,6.8724775,69.87181,-2.9770029,100.13619,-0.16053154,89.86874,-3.5778441,79.73107,2.246961,54.517506,2.7470386,68.44245,2.0491505,45.89986,-2.3914492,55.47389,4.4591126,72.137566,-1.7419906,59.92687,3.384777,56.75271,-3.468836,48.61039,2.1299775,51.881687,-3.2054203,57.01294,0.85164225,74.20136,bollypop
genrenew30\bollypop\bp98.mp3,0.24490927,0.08979133,0.21577506,0.006871641,1478.710215,693351.5277,2004.070889,585640.8824,3095.164617,4285592.239,0.05205902,0.001479626,-2.33E-06,0.0426639,-2.68E-05,0.003110603,92.28515625,-148.32349,4722.9614,132.73846,1792.6697,24.989822,464.43314,20.654856,202.95602,8.864458,187.37778,0.35567698,234.1257,-9.401713,153.43109,-4.0156164,102.255905,-8.412038,122.2381,-1.9017746,107.59528,-3.887088,97.875336,-2.5798113,110.56959,-2.6949039,134.60234,-1.5163754,100.08654,0.859473,110.288,3.7447534,116.609764,-16.074907,173.9148,5.162086,67.245125,-9.4067745,121.38962,-3.4886115,67.90536,bollypop
genrenew30\bollypop\bp99.mp3,0.26465443,0.09294418,0.25270104,0.006266567,1795.485377,495366.4847,2299.979692,246797.3353,4057.892129,2931864.263,0.06192215,0.001607848,-8.78E-06,0.05094523,-0.000146804,0.006965284,95.703125,-91.08863,2614.2473,115.405815,1033.6587,15.684948,487.3062,26.093744,163.06242,6.332491,204.74765,7.1762514,99.15574,-8.63342,171.20905,3.8721685,86.09787,-6.86275,95.07284,0.5091388,115.381,-2.050659,82.81663,-0.18286943,94.070984,-1.1310823,91.13849,-3.5872705,131.25893,1.1267935,96.47235,1.7228314,67.07695,-17.234365,132.4993,8.707178,90.69387,-12.628255,68.081635,-2.7864046,81.07413,bollypop
genrenew30\carnatic\ca01.mp3,0.34730288,0.096385114,0.095200054,0.001253784,2289.975013,332766.9087,2215.405641,223130.1497,4450.964752,2338343.615,0.131571011,0.00150977,-9.19E-07,0.005791572,-6.26E-05,0.002276128,112.3471467,-144.14206,3544.6196,97.510086,915.4545,-22.036158,710.5762,24.881699,222.47525,5.146309,228.71324,7.8406353,160.85136,7.570934,116.406044,11.35531,142.34244,-23.303766,139.30017,26.46768,153.91216,4.043937,97.095055,-7.550125,94.35068,-10.070587,81.52943,3.7766204,62.23966,-10.988809,74.65383,4.3694925,91.776634,-11.775064,118.91329,1.6998911,90.50577,-3.8610005,89.27909,1.5787857,155.84325,carnatic
genrenew30\carnatic\ca02.mp3,0.37885806,0.088262774,0.11669317,0.001740354,2203.876288,321694.0499,2289.06979,261112.6666,4409.306671,2426908.253,0.109691703,0.001416483,-5.01E-06,0.006189154,-8.50E-05,0.004793828,112.3471467,-111.88285,2459.7002,102.28621,766.5017,-14.825345,764.168,23.68795,312.99164,1.5810724,284.00882,1.8337204,147.08809,-0.26819262,220.26624,4.5794616,126.62217,-19.411646,130.92279,9.825492,137.76497,5.378435,111.82001,-7.2089124,74.645546,-4.059099,83.392296,-2.496637,81.599,-6.6064224,74.98431,-0.70482737,68.47522,-3.4458537,67.94668,-2.817092,63.893417,-2.6163583,62.81378,-3.4223073,71.20367,carnatic
genrenew30\carnatic\ca03.mp3,0.36215898,0.0912964,0.1173523,0.002000467,2240.666324,461149.9757,2424.208463,266265.8688,4669.021767,3035018.51,0.104794529,0.001831283,2.23E-06,0.008222722,-4.29E-06,0.003757878,112.3471467,-117.525734,3223.798,98.81378,816.9471,-3.5912848,654.0448,26.419312,299.33344,3.7095723,260.33658,0.5709671,237.18697,1.1884212,171.27632,2.5615804,110.16043,-15.162735,144.32593,4.8202405,138.07225,-2.2129004,151.90947,-5.574415,95.01401,-2.8081462,70.37764,-3.4600506,63.41055,-6.9554725,84.86159,-2.5164537,64.25556,-8.084541,63.391533,-2.1800766,51.282833,-0.837015,61.025223,-1.5548156,48.063156,carnatic
genrenew30\carnatic\ca04.mp3,0.3351088,0.1022696,0.13046522,0.001585087,2502.568042,710028.5339,2837.953757,127908.0599,5852.13128,3037180.396,0.093023247,0.004438094,5.56E-05,0.011604336,7.99E-05,0.002658318,161.4990234,-117.86336,2633.7664,82.619255,815.5979,30.892313,465.2883,21.459398,178.54994,1.10107,153.89684,8.580462,83.31541,2.3132176,85.90958,6.858295,85.36318,-5.838385,57.140625,1.0161943,99.16545,-2.5578356,109.28357,6.345812,78.946075,-3.1602504,58.4676,-1.4981713,49.97382,-3.6037552,49.740314,0.8439556,41.021114,-8.1050005,52.902294,-1.5115967,47.223484,-5.679968,34.342747,-1.1233746,35.396507,carnatic
genrenew30\carnatic\ca05.mp3,0.34014463,0.103266336,0.13921036,0.002381591,2433.573748,732336.4876,2785.970131,190842.5545,5667.307397,3551972.963,0.085782172,0.003964562,0.000102083,0.012483114,0.000266541,0.003550678,161.4990234,-121.015816,3076.9995,85.417694,846.8508,29.971392,544.48474,20.719347,241.734,1.7889479,225.80873,8.117196,124.87802,-1.2454073,124.702545,5.6983633,107.33965,-3.5800788,79.894295,0.9623967,110.130104,-2.9085026,107.04878,6.9051027,68.69056,-3.0635188,73.53125,-0.6677125,53.767715,-3.4250953,47.03027,0.7730564,58.512264,-7.4545627,45.270576,-0.660561,36.30536,-6.0264945,47.499245,-0.2702025,41.196926,carnatic
genrenew30\carnatic\ca06.mp3,0.32228583,0.09162978,0.13604939,0.00167378,2585.265234,589778.5486,2729.75894,120097.7991,5784.23169,2431028.536,0.108085514,0.003457201,2.97E-06,0.010028929,-0.00010578,0.003952957,161.4990234,-85.26698,1929.0894,80.84503,764.6249,9.228661,293.12906,17.628994,177.07396,2.867499,130.43427,12.072102,87.91456,1.8078419,68.09079,8.471478,93.393555,-1.8408264,105.75943,5.5141654,105.3916,-2.3799338,85.27351,3.5250542,63.441223,-3.2783377,65.35725,3.0362244,55.67697,-2.3748996,50.978413,-0.009352646,56.556282,-7.713835,69.847534,-1.5706646,53.15529,-6.2979445,33.134087,-1.4801558,55.97622,carnatic
genrenew30\carnatic\ca07.mp3,0.3773909,0.092656784,0.14824805,0.001802999,2441.344747,441297.1326,2603.050677,143768.9182,5386.77576,2187260.14,0.102904518,0.002504361,-8.27E-06,0.010097412,-0.000150791,0.006079017,161.4990234,-69.18028,1795.0222,88.43428,578.59216,-0.35909307,409.99713,14.697648,195.0497,1.0973859,184.83263,10.007334,91.86247,-1.058919,101.60805,7.973143,89.7184,-2.2084973,58.833767,2.359852,103.0023,-3.3000455,96.02698,3.4661453,49.501373,-5.7392774,60.930565,3.2489789,50.307713,-1.7092288,36.19142,-1.2985451,49.622417,-9.804928,44.482643,-1.97992,36.454334,-6.4176016,39.32084,0.8679275,60.6886,carnatic
genrenew30\carnatic\ca08.mp3,0.22259012,0.09100521,0.071534514,0.001932081,2077.316314,933588.8459,2068.440172,439823.6639,4172.158105,4408297.063,0.105212138,0.003470468,-2.31E-05,0.005580267,-8.40E-05,0.00070279,89.10290948,-227.2225,4621.154,103.55725,1438.096,-18.677229,974.2245,12.8619175,149.53217,-2.5479672,228.2419,1.2925673,262.14313,-4.638866,187.36447,-6.4681735,206.63487,-4.2305517,197.79489,-5.6397514,150.36557,-11.408058,170.32433,-0.66661274,196.25082,-6.803048,168.88242,0.51969707,133.8074,-6.73422,93.57867,-5.7744217,122.27383,4.741853,125.7054,-7.8652205,171.81334,4.504918,116.57331,6.2467995,152.36418,carnatic
genrenew30\carnatic\ca09.mp3,0.2949153,0.09672107,0.15852216,0.001931603,2047.791493,490331.2551,2426.40101,160173.1514,4633.221984,2204216.939,0.065083507,0.001119383,1.73E-05,0.015988057,-0.000315094,0.004831053,89.10290948,-121.80905,4136.5464,90.603294,785.833,13.269462,356.1191,48.199146,240.9799,6.8210773,127.989044,14.661035,99.73983,5.886698,91.41656,2.7184117,126.03621,-2.7901366,80.13251,3.2102058,100.77086,-6.9393654,93.50444,2.62239,80.08409,3.2337492,92.437485,1.3048409,52.964046,-4.7237535,84.84445,0.7029317,49.019985,-1.6632556,58.139374,-0.0771464,59.10176,-2.657164,43.601887,-1.4145916,74.77416,carnatic
genrenew30\carnatic\ca10.mp3,0.36866823,0.09119245,0.15015168,0.001625973,2193.605734,534179.8867,2449.335467,227283.7137,4734.238039,3029590.058,0.087391762,0.001240821,-1.71E-05,0.011673912,-0.00041731,0.005555239,89.10290948,-93.30504,3218.938,97.430275,849.7189,8.384545,444.9356,29.02228,301.93207,2.3875568,142.91455,8.303561,148.99992,1.6619444,96.77,5.874082,83.03297,5.128439,98.33218,8.958857,83.91393,-4.342532,59.917618,1.919751,65.50954,2.6942973,69.11588,3.4272397,55.018852,-3.7430258,58.39435,-0.49482024,92.458855,-1.5733529,78.95024,0.94670224,75.0535,2.4833183,76.46141,6.9797854,115.95414,carnatic
genrenew30\carnatic\ca100.mp3,0.34922558,0.08429951,0.1745917,0.003913784,2107.532596,316852.4038,2305.268281,101711.0582,4397.331743,1228944.278,0.095471834,0.002206377,5.59E-06,0.021233022,-6.33E-05,0.005566983,161.4990234,-81.04173,2462.249,94.0057,613.50446,-7.4643106,204.41824,34.00662,138.17532,-3.4638994,118.35381,14.089223,100.81533,8.592174,74.62035,6.4453354,51.975624,1.8305734,61.44995,0.14912343,71.65246,-2.2450676,74.78998,0.17558114,79.933,-1.6259936,116.40654,2.0301354,95.803055,0.44621375,77.68562,2.1734679,53.763206,1.9474367,74.15446,0.97361696,73.81213,-3.0261452,60.048496,-1.0492512,89.53202,carnatic
genrenew30\carnatic\ca11.mp3,0.3385687,0.09696019,0.13162921,0.00167379,2409.505301,566111.4539,2320.724758,253281.4154,4715.513153,2820266.435,0.124871883,0.002621983,-1.55E-05,0.0070517,-0.000295862,0.006988501,161.4990234,-110.14706,4357.8174,88.625,1188.4517,-13.352046,1008.57526,25.439478,392.40475,4.1229696,270.16794,-1.4888865,465.6035,7.1240582,254.26175,2.3384483,123.04743,0.7287744,124.019905,8.431587,218.73955,-9.004145,116.202385,4.982654,126.50227,-3.232839,104.11987,7.2119646,120.54748,-2.8631248,133.34138,1.3924549,171.92776,1.831987,192.42398,6.3219376,129.70006,-6.7496266,132.24654,5.8124948,224.76463,carnatic
genrenew30\carnatic\ca12.mp3,0.36301517,0.09264769,0.14137901,0.001218751,2230.910468,372190.7179,2373.666522,200393.4383,4569.622368,2340384.285,0.101760534,0.00126598,-7.35E-06,0.008905891,-0.000285985,0.006348484,161.4990234,-90.029366,3326.8862,97.477356,713.15704,-6.4467826,604.387,25.543283,238.26979,6.8261733,175.34364,-1.0560803,274.46082,0.81645393,128.71693,3.426035,99.46606,0.385158,72.21034,7.5826025,113.41336,-4.137579,86.54426,5.317478,69.31301,-1.5298405,68.029,7.7443795,88.23942,-1.0705369,104.15105,3.619861,140.24727,0.34469715,107.94935,4.7393637,87.52613,-6.419698,92.2723,3.4828157,117.65499,carnatic
genrenew30\carnatic\ca13.mp3,0.35064608,0.092363104,0.14230686,0.001176603,2259.955488,348602.3097,2441.951071,194276.7947,4747.754624,2298528.389,0.101187975,0.001170583,-1.39E-05,0.009620483,-0.000371044,0.005851566,161.4990234,-88.840935,2862.7747,96.39544,576.9142,0.7997877,566.8389,28.95581,311.27347,5.9849315,128.27339,-1.1757312,215.53079,0.2578603,119.01468,3.207699,135.4591,-1.6646576,75.57085,4.1180363,108.331055,-3.3320577,76.26098,4.7992663,81.0878,-2.6801202,74.19649,6.744331,61.244205,0.8742025,88.502785,0.77883726,138.38138,-0.610241,125.19976,4.0894914,96.57992,-5.6196795,81.68248,6.51198,120.4847,carnatic
